Flag,"Vessel Name","Destination Port","Reported Eta","Reported Destination","Calculated Eta","Current Port",Imo,"Vessel Type - Generic","Time Of Latest Position",Latitude,Longitude,"Current Port Unlocode"
Indonesia,"ARTA MULIA",JAKARTA,,"No data (CLASS B transponder)",,JAKARTA,8821137,Cargo,"2022-11-12 15:43:13",-6.120358,106.812,IDJKT
Indonesia,"PUL MANDIRI",JAKARTA,"2022-11-23 14:00:00",JAKARTA,,JAKARTA,8114261,Cargo,"2022-11-23 16:12:42",-6.103673,106.9086,IDJKT
Indonesia,"KUJANG JAYA 1",JAKARTA,"1900-01-01 00:00:00",,,JAKARTA,9894179,Tanker,"2022-11-25 12:50:11",-6.098351,106.8828,IDJKT
Indonesia,"S FAITH",JAKARTA,"2022-11-24 16:00:00",JAKARTA,,JAKARTA,9913341,Cargo,"2022-11-25 12:51:58",-6.113972,106.8653,IDJKT
Indonesia,"DIMAS PUTRA 5",JAKARTA,"2022-11-25 09:00:00",TG.PRIOK,,JAKARTA,8865535,Tanker,"2022-11-25 12:53:49",-6.085488,106.9296,IDJKT
Indonesia,"SULTAN SULAIMAN",JAKARTA,"2023-01-06 17:00:00",TANJUNGPRIOK,,"JAKARTA ANCH",9923152,Tanker,"2022-11-25 12:50:17",-6.072458,106.8925,
Indonesia,"KARINA 68",,"2022-04-09 00:00:00","PHE FIEL",,JAKARTA,9916496,"Special Craft","2022-11-25 12:50:41",-6.084788,106.9608,IDJKT
Indonesia,"PRIMA SAKTI VIII",JAKARTA,"2023-03-01 10:00:00",,,JAKARTA,9904936,Tug,"2022-11-25 12:41:43",-6.101695,106.8774,IDJKT
Indonesia,"KL. M.H. THAMRIN",JAKARTA,,"No data (CLASS B transponder)",,"JAKARTA ANCH",9845594,Other,"2022-11-25 12:51:54",-6.076263,106.8871,
Indonesia,KEISHIN,SUND,"2022-11-16 17:00:00","SUNDA KELAPA",,JAKARTA,9062647,Cargo,"2022-11-19 00:34:11",-6.122513,106.8119,IDJKT
Indonesia,"TB SEMAR 82",JAKARTA,"1900-01-01 00:00:00",,,JAKARTA,9644287,Tug,"2022-11-25 12:52:03",-5.971493,106.79,IDJKT
Indonesia,"KANAYA INDAH 99",JAKARTA,"1900-01-01 00:00:00",,,JAKARTA,9681625,Tanker,"2022-11-08 05:20:08",-6.096525,106.8758,IDJKT
Indonesia,"TB FPS 19",JAKARTA,"2022-11-22 20:00:00",JAKARTA,,"JAKARTA ANCH",9879404,Tug,"2022-11-25 12:52:38",-6.075378,106.8771,
Indonesia,"INTAN 71",,,"No data (CLASS B transponder)",,JAKARTA,8631506,Cargo,"2022-11-23 09:40:41",-6.118523,106.8095,IDJKT
Indonesia,ARWANA,JAKARTA,"1900-01-01 00:00:00",JAKARTA-KEP.SERIBU,,JAKARTA,9068330,Passenger,"2022-11-11 11:30:22",-6.101682,106.7725,IDJKT
Indonesia,"TBI JAYA",,"2022-11-23 21:00:00",SD.KELAPA,,JAKARTA,9084358,Cargo,"2022-11-25 12:52:11",-6.109024,106.8116,IDJKT
Indonesia,"TB SEMAR 83","JAKARTA ANCH","1900-01-01 00:00:00",,,JAKARTA,9644299,Tug,"2022-11-25 12:54:00",-5.975167,106.7916,IDJKT
Indonesia,"SEAPUP 3",SHENZHEN,"2022-02-08 12:00:00","SHEN ZHEN",,JAKARTA,9808584,"Special Craft","2022-08-29 06:52:25",-6.093657,106.9568,IDJKT
Indonesia,"DERMAGA MAWAR KENCANA",JAKARTA,"1900-01-01 00:00:00",,,JAKARTA,7432707,Tug,"2022-11-24 22:45:53",-6.097245,106.9058,IDJKT
Indonesia,"TB SAKURA HARBOUR",JAKARTA,"2022-09-01 09:02:00",,,JAKARTA,8341371,Other,"2022-11-25 12:51:33",-6.097136,106.9055,IDJKT
Indonesia,"BTG SAMPURNA JAYA A",,,"No data (CLASS B transponder)",,JAKARTA,0,Fishing,"2022-08-21 15:35:34",-6.101217,106.8028,IDJKT
Indonesia,"TB BILITON 178",,,"No data (CLASS B transponder)",,JAKARTA,9580900,Tug,"2022-11-25 06:00:17",-6.10095,106.9547,IDJKT
Indonesia,"TSHD TIMOR",CIREBON,"1900-01-01 00:00:00",,,JAKARTA,8009404,"Special Craft","2022-08-20 03:55:43",-6.112822,106.8624,IDJKT
Indonesia,"ANUGRAH BUC0V",JAKARTA,"2022-11-07 21:00:00",JAKARTA,,JAKARTA,8712685,Cargo,"2022-11-11 07:33:42",-6.108012,106.8768,IDJKT
Indonesia,ZEVRA,"JAKARTA ANCH","1900-01-01 00:00:00",,,JAKARTA,9049372,Tanker,"2022-11-17 11:32:10",-6.078428,106.89,IDJKT
Indonesia,"PERMATA HATI",,,"No data (CLASS B transponder)",,JAKARTA,8915366,Cargo,"2022-11-22 01:59:25",-6.122509,106.8123,IDJKT
Indonesia,MALOEKOE,,"2022-11-24 12:00:00","PANTAI MUTIARA",,JAKARTA,0,Other,"2022-11-25 12:51:29",-6.102958,106.781,IDJKT
Indonesia,"DIMAS PUTRA VII",JAKARTA,"2022-10-21 13:00:00",,,JAKARTA,9961415,Tanker,"2022-11-25 12:51:33",-6.08418,106.9313,IDJKT
Indonesia,"KARSA SETIA",,,"No data (CLASS B transponder)",,JAKARTA,8720424,Cargo,"2022-11-13 10:56:31",-6.120105,106.812,IDJKT
Indonesia,"PERMATA NUSANTARA I",,,"No data (CLASS B transponder)",,JAKARTA,9103192,Cargo,"2022-10-18 02:06:34",-6.106699,106.8123,IDJKT
Indonesia,IVANI,DALARO,,"No data (CLASS B transponder)",,"JAKARTA ANCH",0,Tanker,"2022-11-25 12:51:51",-6.076493,106.8965,
Indonesia,"KN EDAM",,"2022-08-25 13:00:00",KLJPT,,JAKARTA,9842621,"Special Craft","2022-08-25 05:42:06",-6.117775,106.865,IDJKT
Indonesia,TEZT,KALI,"2022-10-13 20:00:00",TJG-KALIAN-TJG-API,,JAKARTA,0,Passenger,"2022-11-01 14:39:13",-6.109598,106.8935,IDJKT
Indonesia,"KP PELATUK","JAKARTA ANCH","1900-01-01 00:00:00",,,JAKARTA,9620229,"Special Craft","2022-11-25 04:00:01",-6.101748,106.9096,IDJKT
Indonesia,"TB BUANA SUPREME",KUANTAN,,"No data (CLASS B transponder)",,"JAKARTA ANCH",9802736,Tug,"2022-11-25 12:52:21",-6.056792,106.8654,
Indonesia,"TIRTA PUTRA KENCANA1",,,"No data (CLASS B transponder)",,JAKARTA,0,Fishing,"2022-07-06 14:43:35",-6.102012,106.7766,IDJKT
Indonesia,PUNAI,,"2022-09-02 10:00:00",TGL,,JAKARTA,7125574,"Special Craft","2022-09-20 07:20:55",-6.111815,106.868,IDJKT
Indonesia,"BUANA EMAS",SUND,"2022-09-01 07:30:00","SUNDA KELAPA",,JAKARTA,8608808,Cargo,"2022-10-20 01:32:21",-6.11739,106.8092,IDJKT
Indonesia,"KM. JAYA UTAMA 18",,,"No data (CLASS B transponder)",,JAKARTA,0,Fishing,"2022-11-19 02:43:16",-6.101692,106.8031,IDJKT
Indonesia,"KP PERISAI 5",,"1900-01-01 00:00:00",,,JAKARTA,0,Unspecified,"2022-11-25 09:43:49",-6.109573,106.9603,IDJKT
Indonesia,"KM.BHAITA JAYA PRIMA",,,"No data (CLASS B transponder)",,JAKARTA,0,Cargo,"2022-11-23 00:24:17",-6.092455,106.9389,IDJKT
Indonesia,"ORCA 02",JAKARTA,"1900-01-01 00:00:00",,,JAKARTA,0,"Special Craft","2022-10-17 01:41:44",-6.095132,106.7997,IDJKT
Indonesia,"KM CROWN MARITIM II",,,"No data (CLASS B transponder)",,JAKARTA,0,Fishing,"2022-11-21 04:17:02",-6.093278,106.7999,IDJKT
Indonesia,"SPOB PROSPER THREE",,,"No data (CLASS B transponder)",,"JAKARTA ANCH",0,Tanker,"2022-11-25 07:06:00",-6.060843,106.9392,
Indonesia,"SPOB JUNA 4",,,"No data (CLASS B transponder)",,JAKARTA,0,Tanker,"2022-11-01 05:09:51",-6.090893,106.9326,IDJKT
Indonesia,"BAHARI 22",,,"No data (CLASS B transponder)",,JAKARTA,0,Cargo,"2022-11-17 21:12:40",-6.098691,106.8107,IDJKT
Indonesia,"MARVELA 18",,,"No data (CLASS B transponder)",,JAKARTA,0,Other,"2022-10-16 10:04:06",-6.085717,106.9611,IDJKT
Indonesia,"ELENA 99",,"2023-02-28 23:00:00","SUPPORT VESSEL",,JAKARTA,0,Tug,"2022-11-25 12:51:34",-6.095205,106.9571,IDJKT
Indonesia,"ALKEN PESAT",CILEGON,,"No data (CLASS B transponder)",,JAKARTA,0,Other,"2022-11-24 11:59:14",-6.10721,106.8108,IDJKT
Indonesia,CEMPAKA,JAKARTA,"2022-12-07 16:15:00",JAKARTA,,JAKARTA,8737386,"Special Craft","2022-08-24 09:03:11",-6.11391,106.8623,IDJKT
Indonesia,"LINTAS BAHARI 18",,,"No data (CLASS B transponder)",,JAKARTA,0,Cargo,"2022-11-23 11:31:21",-6.106897,106.8101,IDJKT
Indonesia,"LCT RAYMOND 3",,,"No data (CLASS B transponder)",,"JAKARTA ANCH",0,"Pleasure Craft","2022-11-25 12:53:21",-6.068232,106.8897,
Indonesia,"MUARA 99",,,"No data (CLASS B transponder)",,"JAKARTA ANCH",0,Tug,"2022-03-26 16:15:24",-5.880103,106.2957,
Indonesia,"PUTRA BUNGSU",,,"No data (CLASS B transponder)",,JAKARTA,0,Fishing,"2022-10-26 10:15:24",-6.104082,106.7766,IDJKT
Indonesia,"COSTA FORTUNA 3",,,"No data (CLASS B transponder)",,JAKARTA,0,"Special Craft","2022-11-25 12:49:23",-6.092008,106.9038,IDJKT
Indonesia,"TEK GLORY 1",JAKARTA,"2021-01-23 20:00:00",JAKARTA,,JAKARTA,8917120,Cargo,"2022-06-14 09:39:32",-6.12958,106.8053,IDJKT
Indonesia,"PERMATA NUSANTARA V","JAKARTA ANCH","1900-01-01 00:00:00",,,"JAKARTA ANCH",0,Tanker,"2022-11-25 12:50:31",-6.076058,106.8913,
Indonesia,"SPOB.D D",,,"No data (CLASS B transponder)",,JAKARTA,0,Other,"2022-11-24 05:03:56",-6.086332,106.9361,IDJKT
Indonesia,"ADRI LI","BENOA ANCH","1900-01-01 00:00:00",,,JAKARTA,0,"Special Craft","2022-11-22 01:34:45",-6.109578,106.8781,IDJKT
Indonesia,"SP0B .PULOMAS JAYA",MERAK,"2022-12-12 12:12:00",MERAK,,"JAKARTA ANCH",0,Cargo,"2022-11-25 12:49:42",-6.070555,106.8911,
Indonesia,KRIRIGEL,,"2022-09-06 00:00:00",NONE,,JAKARTA,0,"Special Craft","2022-11-25 12:52:34",-6.09301,106.8783,IDJKT
Indonesia,"FIGAR JAYA 1",JAKARTA,,"No data (CLASS B transponder)",,JAKARTA,0,Tanker,"2022-11-25 12:51:20",-6.106,106.9057,IDJKT
Indonesia,"TB.LINTAS PAWAN",,,"No data (CLASS B transponder)",,"JAKARTA ANCH",0,Other,"2022-11-23 17:10:33",-6.076118,106.8762,
Indonesia,"KM SUKSES ABADI 88",,,"No data (CLASS B transponder)",,JAKARTA,0,Cargo,"2022-11-15 18:19:53",-6.120877,106.812,IDJKT
Indonesia,"AYU 28",,,"No data (CLASS B transponder)",,"JAKARTA ANCH",0,Other,"2022-11-25 06:41:34",-6.075015,106.8917,
Indonesia,"ALEXINDO 8",,,"No data (CLASS B transponder)",,JAKARTA,0,Cargo,"2022-11-21 11:30:21",-6.117298,106.8097,IDJKT
Indonesia,"TB FPS 23",,,"No data (CLASS B transponder)",,"JAKARTA ANCH",0,Tug,"2022-11-25 12:51:27",-6.066712,106.8747,
Indonesia,"TB.JOHAN JAYA 106",,,"No data (CLASS B transponder)",,JAKARTA,0,Tug,"2022-11-24 09:05:30",-6.077307,106.971,IDJKT
Indonesia,"PURBA JAYA I",JAKARTA,,"No data (CLASS B transponder)",,JAKARTA,0,Tanker,"2022-11-25 12:53:55",-6.095908,106.9061,IDJKT
Indonesia,"KT ARJUNA 2",JAKARTA,"1900-01-01 00:00:00","PORT OF TANJUNGPRIUK",,JAKARTA,0,Tug,"2022-11-25 12:53:33",-6.083231,106.8806,IDJKT
Indonesia,"SPOB BOJONEGORO VIII",,,"No data (CLASS B transponder)",,"JAKARTA ANCH",0,Tanker,"2022-11-24 22:54:27",-6.073699,106.8985,
Indonesia,"KILAT MAJU JAYA 8",,,"No data (CLASS B transponder)",,JAKARTA,0,Fishing,"2022-11-17 20:22:30",-6.100204,106.8037,IDJKT
Indonesia,"MICHAEL 7","JAKARTA ANCH",,"No data (CLASS B transponder)",,"JAKARTA ANCH",0,Other,"2022-11-25 11:29:27",-6.052838,106.8936,
Indonesia,"TB SEWALI",,,"No data (CLASS B transponder)",,JAKARTA,0,Tug,"2022-11-25 12:49:39",-6.110796,106.8705,IDJKT
Indonesia,"KT ARJUNA1",JAKARTA,"1900-01-01 00:00:00",,,JAKARTA,0,Tug,"2022-11-25 12:53:46",-6.101232,106.8771,IDJKT
Indonesia,"TANJUNG BAHARI 19",,,"No data (CLASS B transponder)",,JAKARTA,0,Tug,"2022-11-25 12:52:42",-6.116271,106.8089,IDJKT
Indonesia,IRVINA.808,,,"No data (CLASS B transponder)",,JAKARTA,0,Other,"2022-11-25 12:52:08",-6.097613,106.9565,IDJKT
Indonesia,"LCT PUTRA JAYA",,,"No data (CLASS B transponder)",,"JAKARTA ANCH",0,Cargo,"2022-11-25 12:30:47",-6.078485,106.887,
Indonesia,"STI 3","JAKARTA ANCH",,"No data (CLASS B transponder)",,JAKARTA,7804651,Cargo,"2022-07-31 17:21:18",-6.078758,106.9041,IDJKT
Indonesia,"KRI TBN 520",JAKARTA,"1900-01-01 00:00:00",JAKARTA,,JAKARTA,0,Fishing,"2022-11-25 02:24:14",-6.10615,106.892,IDJKT
Indonesia,"TANJUNG BAHARI 35",,,"No data (CLASS B transponder)",,JAKARTA,0,Tug,"2022-11-25 12:54:00",-6.098533,106.956,IDJKT
Indonesia,"SPOB CUPUNAGARA",JAKARTA,,"No data (CLASS B transponder)",,"JAKARTA ANCH",0,Tanker,"2022-11-24 22:17:44",-6.072663,106.8885,
Indonesia,"KM SK 3",,,"No data (CLASS B transponder)",,JAKARTA,0,Cargo,"2022-11-25 09:29:32",-6.104237,106.8114,IDJKT
Indonesia,"SPOB.GRAHA DUA TUJUH",,,"No data (CLASS B transponder)",,JAKARTA,0,Tanker,"2022-11-25 12:52:23",-6.098398,106.888,IDJKT
Indonesia,"TB MAIDEN WAY",,,"No data (CLASS B transponder)",,JAKARTA,0,Tug,"2022-11-24 22:41:49",-6.09719,106.9055,IDJKT
Indonesia,"MINERVA 88",,,"No data (CLASS B transponder)",,JAKARTA,0,Other,"2022-11-25 12:53:29",-6.084523,106.9635,IDJKT
Indonesia,"MITRA SEJAHTERA III",,,"No data (CLASS B transponder)",,JAKARTA,0,Tanker,"2022-11-24 12:25:31",-6.091279,106.9393,IDJKT
Indonesia,"TB. FPS 20",,,"No data (CLASS B transponder)",,"JAKARTA ANCH",0,Tug,"2022-11-25 12:06:57",-6.075875,106.8691,
Indonesia,"MITRA JAYA IV",,,"No data (CLASS B transponder)",,"JAKARTA ANCH",0,Tug,"2022-11-25 12:53:59",-6.055346,106.9427,
Indonesia,"KM.BANDAR BESTARI 03",,,"No data (CLASS B transponder)",,JAKARTA,0,Cargo,"2022-11-25 00:33:59",-6.066893,106.8084,IDJKT
Indonesia,"SPOB PACIFIC TRADER3",,,"No data (CLASS B transponder)",,JAKARTA,0,Tug,"2022-11-24 13:04:07",-6.086712,106.9329,IDJKT
Indonesia,CONSORSIUM,"JAKARTA ANCH",,"No data (CLASS B transponder)",,JAKARTA,0,Tug,"2022-11-24 23:05:42",-6.07494,106.9703,IDJKT
Indonesia,"TB HOSANA II",JAKARTA,,"No data (CLASS B transponder)",,JAKARTA,0,Tug,"2022-11-17 07:12:29",-6.069232,106.8714,IDJKT
Indonesia,"SHA 502",,,"No data (CLASS B transponder)",,JAKARTA,0,Other,"2022-11-25 12:53:26",-6.105999,106.8877,IDJKT
Indonesia,"MULTINDO LP 101",,,"No data (CLASS B transponder)",,JAKARTA,0,Tug,"2022-11-24 08:10:19",-6.101933,106.9533,IDJKT
Indonesia,"SINGSING POWER",,,"No data (CLASS B transponder)",,"JAKARTA ANCH",0,Tug,"2022-11-21 22:12:25",-6.074275,106.8734,
Indonesia,"KR.BAWAL PUTIH III",MUARA,"1900-01-01 00:00:00","MUARA BARU",,JAKARTA,0,Fishing,"2022-10-18 07:14:10",-6.09628,106.8003,IDJKT
Indonesia,"MPAC 01",JAKARTA,,"No data (CLASS B transponder)",,JAKARTA,0,"Special Craft","2022-11-25 12:53:56",-6.085497,106.884,IDJKT
Indonesia,"TRIJAYA SAMUDRA",JAKARTA,"2022-06-04 10:00:00",JAKARTA,,"JAKARTA ANCH",6705183,Cargo,"2022-06-04 03:57:38",-6.065923,106.8952,
Indonesia,"NEW LIGHT",,"1900-01-01 00:00:00",BTM,,JAKARTA,9046136,Cargo,"2021-12-14 07:14:40",-6.126275,106.8857,IDJKT
Indonesia,"PASUNDAN WARRIOR",,,"No data (CLASS B transponder)",,JAKARTA,0,Tanker,"2022-11-25 12:49:11",-6.090563,106.9311,IDJKT
Indonesia,"TB.AQILA HARBOUR",,,"No data (CLASS B transponder)",,JAKARTA,0,Tug,"2022-11-25 12:54:14",-6.09732,106.8916,IDJKT
Indonesia,"TB ASP TRIUMPH",JAKARTA,"2022-11-05 19:00:00",MARUNDA,,"JAKARTA ANCH",0,Tug,"2022-11-25 12:51:36",-6.046888,106.9601,
Indonesia,"LCT SANJAYA 05",,,"No data (CLASS B transponder)",,JAKARTA,0,Cargo,"2022-11-25 12:46:57",-6.111685,106.8677,IDJKT
Indonesia,"VOYAGER 17",,,"No data (CLASS B transponder)",,JAKARTA,0,Tug,"2022-11-25 12:53:16",-6.102016,106.8794,IDJKT
Indonesia,"COSTA FORTUNA 5",,,"No data (CLASS B transponder)",,JAKARTA,0,Tug,"2022-11-12 22:03:53",-6.092108,106.9036,IDJKT
Indonesia,"SULTAN KHAIDIR",,,"No data (CLASS B transponder)",,JAKARTA,0,"Sailing Vessel","2022-11-25 12:43:21",-6.096472,106.957,IDJKT
Indonesia,"IND WARSHIP 543",,"1900-01-01 00:00:00",,,JAKARTA,0,"Special Craft","2022-11-25 08:51:55",-6.105985,106.8918,IDJKT
Indonesia,"MITRA BAHARI 328",,,"No data (CLASS B transponder)",,JAKARTA,0,Tug,"2022-11-25 12:52:44",-6.112737,106.8113,IDJKT
Indonesia,KN.P355,,,"No data (CLASS B transponder)",,JAKARTA,0,"Special Craft","2022-11-25 00:53:20",-6.106427,106.8833,IDJKT
Indonesia,"TB TERUS DAYA 27",,,"No data (CLASS B transponder)",,JAKARTA,0,Tug,"2022-11-24 09:39:43",-6.071873,106.9693,IDJKT
Indonesia,"RATU GIOK 6",,,"No data (CLASS B transponder)",,"JAKARTA ANCH",0,Other,"2022-11-25 12:51:59",-6.023522,106.9518,
Indonesia,"TB SABANG XXI",,,"No data (CLASS B transponder)",,JAKARTA,0,Tug,"2022-11-24 01:05:36",-6.090843,106.7692,IDJKT
Indonesia,YUDISTIRA,,"1900-01-01 00:00:00",,,JAKARTA,0,"Special Craft","2022-10-16 01:48:27",-6.112262,106.8715,IDJKT
Indonesia,"TB. SANLE 20",,,"No data (CLASS B transponder)",,JAKARTA,0,Unspecified,"2022-11-25 04:50:15",-6.03645,106.9486,IDJKT
Indonesia,"TB.TANJUNG BAHARI 28",,,"No data (CLASS B transponder)",,JAKARTA,0,Tug,"2022-11-25 01:27:34",-6.11688,106.8091,IDJKT
Indonesia,"LCT.AYU 48",,,"No data (CLASS B transponder)",,"JAKARTA ANCH",0,Other,"2022-11-25 10:13:25",-6.069598,106.8915,
Indonesia,"TB BERKAT MANDIRI II","JAKARTA ANCH",,"No data (CLASS B transponder)",,"JAKARTA ANCH",0,Tug,"2022-11-25 12:40:08",-6.06659,106.946,
Indonesia,"KLM RACHIM J INDAH",,,"No data (CLASS B transponder)",,JAKARTA,0,Cargo,"2022-11-20 15:18:57",-6.12069,106.8087,IDJKT
Indonesia,"TB KAN XII",,,"No data (CLASS B transponder)",,"JAKARTA ANCH",0,Tug,"2022-11-25 12:53:05",-6.057885,106.9531,
Indonesia,KLM.BUNGAHAERULUTAMA,,,"No data (CLASS B transponder)",,JAKARTA,0,Cargo,"2022-11-25 12:51:54",-6.113727,106.8094,IDJKT
Indonesia,"SPOB PETRO ENERGY",,,"No data (CLASS B transponder)",,"JAKARTA ANCH",0,Tanker,"2022-11-25 12:49:32",-6.078132,106.8948,
Indonesia,"SANTOSO HS",,,"No data (CLASS B transponder)",,JAKARTA,0,"Pleasure Craft","2022-11-10 05:01:36",-6.124102,106.8297,IDJKT
Indonesia,"TB SING SING 189",,,"No data (CLASS B transponder)",,"JAKARTA ANCH",0,Tug,"2022-11-22 00:56:50",-6.073349,106.8622,
Indonesia,"KN MITRA UTAMA",JAKARTA,"1900-01-01 00:00:00","ID JKT",,JAKARTA,0,Fishing,"2022-11-21 05:21:47",-6.11944,106.865,IDJKT
Indonesia,"AS POWER 5",,,"No data (CLASS B transponder)",,"JAKARTA ANCH",0,Tug,"2022-11-25 04:38:49",-6.04758,106.9502,
Indonesia,"MPC 04",JAKARTA,,"No data (CLASS B transponder)",,JAKARTA,0,"Special Craft","2022-11-12 04:07:11",-6.10674,106.8914,IDJKT
Indonesia,"BOMAS GENIUS",,,"No data (CLASS B transponder)",,JAKARTA,0,Tug,"2022-11-25 12:54:09",-6.075517,106.9705,IDJKT
Indonesia,"CABEL PROTECTOR",,,"No data (CLASS B transponder)",,JAKARTA,0,Other,"2022-11-25 05:24:50",-6.125164,106.8094,IDJKT
Indonesia,"KAIMANA INDAH",,"1900-01-01 00:00:00",REDE0MRAOKE,,JAKARTA,0,Unspecified,"2022-11-24 00:52:04",-6.074752,106.9709,IDJKT
Indonesia,"TB.KELINCI MAS 6",,,"No data (CLASS B transponder)",,JAKARTA,0,Tug,"2022-11-24 22:43:39",-6.078228,106.9713,IDJKT
Indonesia,"ARMADA KALTIM 01",,,"No data (CLASS B transponder)",,"JAKARTA ANCH",0,Tug,"2022-11-25 09:50:01",-6.029608,106.955,
Indonesia,"TB GADING 1",,,"No data (CLASS B transponder)",,JAKARTA,0,"Pleasure Craft","2022-11-25 12:53:46",-6.111104,106.8693,IDJKT
Indonesia,"CAVALO MARINHO 03",,,"No data (CLASS B transponder)",,"JAKARTA ANCH",0,Tug,"2022-11-25 12:52:59",-6.045645,106.9558,
Indonesia,"TB BLUE ORCA",,,"No data (CLASS B transponder)",,JAKARTA,0,Tug,"2022-11-25 03:00:01",-6.113953,106.8619,IDJKT
Indonesia,"STELLA 28",,,"No data (CLASS B transponder)",,"JAKARTA ANCH",0,Other,"2022-11-18 23:26:47",-6.068425,106.8797,
Indonesia,"SPOB PERSADA UTAMA 9",,,"No data (CLASS B transponder)",,"JAKARTA ANCH",0,Tanker,"2022-11-25 12:47:40",-6.06836,106.9548,
Indonesia,"TASIK NAMBUS",JAKARTA,"2022-07-25 19:00:00",,,JAKARTA,0,Unspecified,"2022-10-05 01:28:36",-6.094264,106.9585,IDJKT
Indonesia,"TB SACCI HARBOUR",,,"No data (CLASS B transponder)",,JAKARTA,0,Tug,"2022-11-25 12:52:59",-6.10278,106.8912,IDJKT
Indonesia,"TB.TRUST 97",,,"No data (CLASS B transponder)",,JAKARTA,0,Tug,"2022-11-17 10:15:43",-6.11823,106.8658,IDJKT
Indonesia,"MPAC 02",JAKARTA,,"No data (CLASS B transponder)",,JAKARTA,0,"Special Craft","2022-11-25 12:52:55",-6.094353,106.8875,IDJKT
Indonesia,"SAKATA MAJU 11",,,"No data (CLASS B transponder)",,JAKARTA,0,Tug,"2022-11-25 07:30:15",-6.100648,106.9543,IDJKT
Indonesia,"SPOB BOJONEGORO VII",JAKARTA,,"No data (CLASS B transponder)",,"JAKARTA ANCH",0,Other,"2022-11-24 22:29:38",-6.074626,106.899,
Indonesia,"KP SADEWA",,"1900-01-01 00:00:00",0,,JAKARTA,0,"Special Craft","2022-11-15 05:44:02",-6.112605,106.8717,IDJKT
Indonesia,"TB KWAN 7",,,"No data (CLASS B transponder)",,JAKARTA,0,Tug,"2022-11-25 11:17:24",-6.074095,106.9701,IDJKT
Indonesia,"QUICKSILVER VI",JAKARTA,"1900-01-01 00:00:00",JAKARTA,,JAKARTA,0,Passenger,"2022-11-21 11:34:43",-6.120293,106.8131,IDJKT
Indonesia,"TB CAHAYA TIMUR 05",,,"No data (CLASS B transponder)",,"JAKARTA ANCH",0,Tug,"2022-11-25 12:54:03",-6.06437,106.9519,
Indonesia,"SRIWIJAYA 7",,,"No data (CLASS B transponder)",,JAKARTA,0,Tanker,"2022-11-25 12:52:17",-6.088235,106.9321,IDJKT
Indonesia,"KM BANGKA JAYA 8",,,"No data (CLASS B transponder)",,JAKARTA,0,Fishing,"2022-11-12 12:58:44",-6.097513,106.8006,IDJKT
Indonesia,"MICHAEL 5",JAKARTA,,"No data (CLASS B transponder)",,"JAKARTA ANCH",0,Tanker,"2022-11-25 03:47:40",-6.07802,106.8769,
Indonesia,"TANJUNG BAHARI 21",,,"No data (CLASS B transponder)",,"JAKARTA ANCH",0,Tug,"2022-08-15 00:23:55",-6.108839,106.8104,
Indonesia,"TB.BARITO AGUNG",,,"No data (CLASS B transponder)",,"JAKARTA ANCH",0,Tug,"2022-11-25 12:53:58",-6.06966,106.863,
Indonesia,"TB.LLB SUKSES 17",,,"No data (CLASS B transponder)",,JAKARTA,0,Tug,"2022-11-24 07:40:27",-6.112797,106.8652,IDJKT
Indonesia,"TB.VOYAGER 16",,,"No data (CLASS B transponder)",,JAKARTA,0,Tug,"2022-11-25 12:53:43",-6.075497,106.9713,IDJKT
Indonesia,"TB JOHAN JAYA 123",,,"No data (CLASS B transponder)",,"JAKARTA ANCH",0,Tug,"2022-11-25 12:53:43",-6.055965,106.9482,
Indonesia,"TB.SINAR MARINE",,,"No data (CLASS B transponder)",,"JAKARTA ANCH",0,Tug,"2022-11-25 09:40:17",-6.052182,106.9488,
Indonesia,"TB PRATAMA II",,,"No data (CLASS B transponder)",,"JAKARTA ANCH",0,Tug,"2022-11-21 17:01:29",-5.988077,106.9393,
Indonesia,"TB PRIMA STAR 7",,,"No data (CLASS B transponder)",,"JAKARTA ANCH",0,Tug,"2022-11-25 10:56:47",-6.049562,106.9417,
Indonesia,"SPOB OSCAR",,,"No data (CLASS B transponder)",,"JAKARTA ANCH",0,Tanker,"2022-11-25 12:48:42",-6.076635,106.8992,
Indonesia,"KT. BIMA XI",,,"No data (CLASS B transponder)",,JAKARTA,0,Tug,"2022-11-25 12:53:48",-6.100377,106.8781,IDJKT
Indonesia,"KN ENGGANO",JAKARTA,"2022-12-15 21:00:00",,,JAKARTA,0,"Special Craft","2022-10-22 05:15:20",-6.118695,106.865,IDJKT
Indonesia,"KP KEPODANG",JAKARTA,"1900-01-01 00:00:00",,,JAKARTA,0,Unspecified,"2022-11-10 05:03:37",-6.112608,106.8716,IDJKT
Indonesia,"KP.KRESNA 7004",MAKASSAR,"1900-01-01 00:00:00",MAKASSAR,,JAKARTA,0,Other,"2022-11-10 02:30:52",-6.113892,106.8712,IDJKT
Indonesia,"KP ENGGANO",,"1900-01-01 00:00:00",,,JAKARTA,0,"Special Craft","2022-11-15 05:49:37",-6.101653,106.9096,IDJKT
Indonesia,"TB TIRTA BAHARI 01",,,"No data (CLASS B transponder)",,JAKARTA,0,Tug,"2022-11-22 12:54:59",-6.101972,106.9533,IDJKT
Indonesia,"JASA LAUT 02",,,"No data (CLASS B transponder)",,JAKARTA,0,Other,"2022-11-06 02:58:04",-6.098905,106.8007,IDJKT
