Flag,"Vessel Name","Destination Port","Reported Eta","Reported Destination","Current Port",Imo,"Vessel Type - Generic","Time Of Latest Position",Latitude,Longitude
Indonesia,"DHARMA KARTIKA VII",PONTIANAK,"2022-09-08 14:30:00","PONTIANAK SEMARANG",PONTIANAK,9174751,Cargo,"2022-09-08 13:51:55",-0.01940833,109.3372
Indonesia,"ILE DE RE",SINGAPORE,-,"AEW SINGAPORE",,8200278,"Special Craft","2022-09-08 13:53:54",22.79333,124.25
Indonesia,"TIMAS 1201",,"2022-09-04 12:00:00",MERAKES,,9513579,"Special Craft","2022-09-07 08:14:53",-1.36495,117.5797
Indonesia,BRABO,"BATU AMPAR","2022-07-03 10:00:00","ID BATAM","BATU AMPAR",9382372,"Special Craft","2022-09-08 13:53:14",1.079967,103.8894
Indonesia,"LIMIN VENTURE","BATU AMPAR","2022-09-07 13:00:00","BATUAMPAR, BATAM","BATU AMPAR ANCH",8027810,"Special Craft","2022-09-08 13:52:24",1.177023,103.9722
Indonesia,"CS NUSANTARA EXPLORER",,"2022-08-05 18:00:00","PTR RSA",,9126584,"Special Craft","2022-09-08 13:53:48",64.49167,178.4217
Indonesia,"CS TENEO",SINGAPORE,"2022-08-15 05:00:00",SINGAPORE,"SINGAPORE ANCH",9019602,"Special Craft","2022-09-08 13:49:33",1.269175,103.8735
Indonesia,"VOYAGER EXPLORER","LADNER AUTHORITY",-,"DELTA BATAM","BATU AMPAR",9319052,"Special Craft","2022-09-08 13:41:58",1.005028,103.9569
Indonesia,"ELSA REGENT","BATU AMPAR",-,BATAM,"BATU AMPAR",9017757,"Special Craft","2022-09-08 01:36:07",1.15341,103.9968
Indonesia,"GRIYA JAWA",SORONG,"2022-09-09 00:00:00",SORONG,SORONG,9212589,Tanker,"2022-09-08 12:00:57",-0.8794084,131.2488
Indonesia,"PACIFIC GUARDIAN",,"2022-09-03 12:00:00",TALIABU,,8222941,"Special Craft","2022-09-08 13:40:47",-2.114355,125.0842
Indonesia,"DNEX PACIFIC LINK","PASIR GUDANG","2022-08-28 10:00:00","JOHOR PORT","PASIR GUDANG",9017824,"Special Craft","2022-09-08 13:52:18",1.432333,103.9208
Indonesia,"IFAMA MAS",BELAWAN,-,IDBLW,,9164251,Cargo,"2022-09-08 11:13:56",-3.790667,107.7021
Indonesia,AISHAKAMILAH,MAKASSAR,-,MAKASSAR,,9039585,Cargo,"2022-09-08 13:26:57",-5.649833,110.9677
Indonesia,"DEEP BLUE",CILACAP,"2022-09-06 15:00:00",CILACAP,"CILACAP ANCH",9299903,Tanker,"2022-09-08 07:52:51",-7.753167,109.0512
Indonesia,"CMA CGM HOMERE",NOUAKCHOTT,-,MRNKC,,9362322,Cargo,"2022-09-08 13:53:57",28.14803,-13.40671
Indonesia,"PRIMA CONCORD",BONTANG,"2022-08-17 00:00:00","ID JKT>ID BXT","BONTANG ANCH",9256793,Tanker,"2022-09-08 13:51:35",0.007881667,117.6221
Indonesia,"PACIFIC FINDER",LABUAN,"2020-09-09 07:00:00",LABUAN,"BRUNEI BAY",9548495,"Special Craft","2020-09-12 03:02:56",5.160128,115.3261
Indonesia,"PELAGOS ONE",JAKARTA,"2022-09-08 08:00:00","ID TG PRIOK","JAKARTA ANCH",9299898,Tanker,"2022-09-08 13:49:35",-6.0145,106.9212
Indonesia,"GAS FELICITY",GALVESTON,"2022-08-31 09:30:00","GALVESTON ANCHR",FREEPORT,9354624,Tanker,"2022-09-08 13:52:24",28.93493,-95.33128
Indonesia,"SC ESTEEM LII",PENGERANG,"2022-09-08 09:00:00",PENGERANG.MY,"PASIR GUDANG ANCH",9251573,Tanker,"2022-09-08 13:52:02",1.312235,104.151
Indonesia,"GAS CAMELOT",KALBUT,"2022-07-13 13:30:00",KALBUT,KALBUT,9352963,Tanker,"2022-09-08 13:53:42",-7.595,113.9917
Indonesia,"SC EXPLORER LIII",TUBAN,"2022-09-04 03:00:00",TUBAN,"TUBAN ANCH",9251561,Tanker,"2022-09-08 09:19:31",-6.706827,111.9188
Indonesia,"ASEAN EXPLORER","BATU AMPAR",-,BATAM,,9236676,"Special Craft","2022-09-08 13:50:03",-1.313333,107.0383
Indonesia,"HENDROPRIYONO III",MUNTOK,"2022-09-07 06:18:00",MUNTOK,"MUNTOK ANCH",9315458,Tanker,"2022-09-08 13:26:22",-2.089228,105.0698
Indonesia,"NPP NUSANTARA",MUMBAI,-,"MUMBAI HIGH",,9483061,"Special Craft","2022-09-08 13:34:15",19.52833,71.32667
Indonesia,"IZUMI MAS","PASIR GUDANG",-,"MY PGU",,9164249,Cargo,"2022-09-08 13:53:56",2.03271,101.8914
Indonesia,"MERATUS JIMBARAN",,"2022-09-07 09:00:00",VNDAN,,9213105,Cargo,"2022-09-08 13:43:25",18.69333,107.3017
Indonesia,"NUSA PUTERA",BAKAUHENI,-,"MERAK - BAKAUHENI",CILEGON,8314562,Passenger,"2022-09-06 20:22:45",-5.951007,106.1355
Indonesia,NGGAPULU,,-,BAUS,AMBON,9226499,Passenger,"2022-09-08 13:51:12",-3.69435,128.1754
Indonesia,"MERATUS JAYAGIRI","PORT KLANG","2022-09-08 04:00:00",MYPKG,"PORT KLANG",9213117,Cargo,"2022-09-08 13:54:15",2.934765,101.2943
Indonesia,"PRIMA CARRIER",,"2022-09-08 23:00:00","ID BLL",,9264910,Tanker,"2022-09-08 13:28:05",5.3415,97.2487
Indonesia,"GAS ALYSSA",FREEPORT,-,USFPO,,9364394,Tanker,"2022-09-08 13:53:50",15.44894,-69.28827
Indonesia,"PANCARAN INTEGRITY",JAKARTA,"2022-09-03 05:00:00",TG.PRIOK,"JAKARTA ANCH",9322061,Tanker,"2022-09-08 13:52:51",-6.024783,106.9023
Indonesia,"EKAPUTRA 1",,-,"ID TGH",,8706155,Tanker,"2022-09-08 13:31:07",-6.338792,117.9597
Indonesia,"PRIMA ENERGY",,-,"TG SEKONG IDN",,9232515,Tanker,"2022-09-08 13:52:12",7.77492,-48.28194
Indonesia,"COMMODORE ONE",CILACAP,"2022-09-08 12:24:00",CILACAP,"CILACAP ANCH",9260017,Tanker,"2022-09-08 11:41:08",-7.747032,109.0684
Indonesia,"LOGISTIK NUSANTARA 5",,-,MOROTAI,,9351361,Cargo,"2022-09-08 13:02:53",2.04994,128.289
Indonesia,RUBRA,BALIKPAPAN,"2022-08-14 10:18:00",BALIKPAPAN,,9193733,Tanker,"2022-09-08 13:53:37",-1.325333,116.9733
Indonesia,"SEA CHAMPION",SINGAPORE,"2022-09-07 12:45:00","SG PEBGC",SINGAPORE,9260029,Tanker,"2022-09-08 13:51:07",1.249522,103.6892
Indonesia,KELUD,JAKARTA,"2022-09-08 22:00:00","TG PRIOK",,9139684,Passenger,"2022-09-08 13:53:53",-5.395,106.9583
Indonesia,"NUSA MERDEKA",CILACAP,-,"ID CILACAP",,9249178,Tanker,"2022-09-08 13:52:22",-8.912931,114.6509
Indonesia,DOBONSOLO,BAUBAU,"2022-09-08 22:00:00",BAUBAU,,9032147,Passenger,"2022-09-08 13:52:23",-5.705,120.555
Indonesia,"TENDER HARMONY",SORONG,"2022-09-03 22:30:00","ID SOQ",,9302669,Tanker,"2022-09-08 12:12:46",-2.073485,117.8621
Indonesia,"DOUBLE SEVEN",SINGAPORE,"2022-09-08 19:00:00",SINGAPORE,SINGAPORE,9309382,Tanker,"2022-09-08 13:54:11",1.28228,103.6955
Indonesia,"LOGISTIK NUSANTARA 6",MAKASSAR,"2022-08-26 17:00:00",MAKASSAR,,9574999,Cargo,"2022-09-08 13:53:37",3.601667,125.5
Indonesia,"PANCARAN INFINITY","MEKAR PUTIH","2022-09-06 23:50:00","IBT MEKAR PUTIH","MEKAR PUTIH ANCH",9397054,Tanker,"2022-09-08 13:23:49",-4.015755,116.0078
Indonesia,"ORIENTAL DIAMOND",JAKARTA,-,"ID JKT",,9204984,Cargo,"2022-09-08 13:53:24",-2.539478,140.761
Indonesia,"MARIANNA 28",BONTANG,-,BONTANG,,9183570,Tanker,"2022-09-08 08:56:35",16.95826,109.2809
Indonesia,"GAS AMARIN JAYA",KALBUT,"2022-09-06 02:00:00",KALBUT,"SURABAYA ANCH",9364966,Tanker,"2022-09-08 13:22:05",-6.851967,112.7801
Indonesia,"QUEEN MAJESTY",,"2022-09-04 01:30:00","PNG,MY",,9295323,Tanker,"2022-09-08 13:48:33",1.319137,104.2257
Indonesia,"MERATUS PROJECT 3",PANTOLOAN,"2022-07-09 19:00:00",IDPTL,,9358046,Cargo,"2022-09-08 13:14:49",0.4925483,119.6655
Indonesia,"SC ALIA XVII","SUNGAI PAKNING","2022-09-08 23:00:00","ID SEI PAKNING",,9259903,Tanker,"2022-09-08 13:54:01",1.674782,102.8148
Indonesia,"MERATUS JAYAWIJAYA","DAR ES SALAAM","2022-09-07 12:00:00",TZDAR,,9305881,Cargo,"2022-09-08 13:29:46",-6.682853,39.3101
Indonesia,"SC OCEAN LXI",JAKARTA,"2022-09-04 19:00:00","TJ PRIOK","JAKARTA ANCH",9299599,Tanker,"2022-09-08 13:52:45",-5.999438,106.9116
Indonesia,"GAS OMEGA",SEMARANG,"2022-09-07 17:36:00",SEMARANG,,9172129,Tanker,"2022-09-08 13:48:45",-6.14,108.6283
Indonesia,PETROSAMUDRA,"SINGAPORE ANCH","2022-09-01 22:30:00","PEBGC. POB 0630LT","SINGAPORE ANCH",9260043,Tanker,"2022-09-08 13:52:13",1.287978,103.9786
Indonesia,"KARUNIA GEMILANG I","PANGKALAN SUSU","2022-08-29 00:00:00","PANGKLAN SUSU","PANGKALAN SUSU ANCH",9249300,Cargo,"2022-09-08 13:35:28",4.23045,98.42972
Indonesia,DUTA2,BALIKPAPAN,"2022-09-06 15:51:00",IDBPN,BALIKPAPAN,9107473,Cargo,"2022-09-07 20:15:51",-1.270058,116.8071
Indonesia,"EGS SURVEYOR",BALIKPAPAN,"2022-09-06 23:00:00",BALIKPAPAN,BALIKPAPAN,6820983,"Special Craft","2022-09-08 13:52:28",-1.2731,116.8054
Indonesia,"DHARMA FERRY VII",SURABAYA,"2022-09-09 03:44:00","ID SBY",,9035113,Passenger,"2022-09-08 13:50:28",-5.231958,114.9835
Indonesia,"SERASI III",JAKARTA,-,TG.PRIOK\JKT,,8716162,Cargo,"2022-09-08 13:28:31",-5.647232,110.2686
Indonesia,"DHARMA KENCANA 7",MAKASSAR,"2022-09-08 14:00:00",MAKASSAR,,9035125,Passenger,"2022-09-08 13:50:29",-6.264843,115.343
Indonesia,"TOTAL ENERGY",JAKARTA,-,IDJKT,,9302657,Tanker,"2022-09-08 13:28:55",-1.389835,106.5186
Indonesia,"GREEN PLUS",SANGATA,"2022-09-07 18:30:00",SANGATTA,SANGATA,9228837,Tanker,"2022-09-08 13:51:31",0.3592567,117.5749
Indonesia,"AQUA BLU",BENOA,"2022-09-03 07:00:00",BENOA,,4902921,Passenger,"2022-09-08 06:10:37",-8.598833,119.5118
Indonesia,"SEABORNE PETRO",TUBAN,"2022-09-07 17:00:00",TUBAN,,9247833,Tanker,"2022-09-08 12:09:55",-6.717933,111.8635
Indonesia,MABROUK,"PORT SAID",-,"PORT SAID",,9232864,Tanker,"2022-09-08 13:41:59",33.30291,26.74319
Indonesia,SINABUNG,BIAK,-,BIAK,,9139672,Passenger,"2022-09-08 13:48:09",-2.29235,140.2672
Indonesia,"DHARMA KARTIKA IX",BANJARMASIN,"2022-09-08 09:00:00",BANJARMASIN,BANJARMASIN,9140023,Cargo,"2022-09-08 13:52:33",-3.326922,114.5581
Indonesia,"BULL DAMAI 1",TIANJIN,-,CNTNG>>CNWEG,,9248849,Tanker,"2022-09-08 13:53:17",37.15188,124.1546
Indonesia,"DETROIT MAS",SURABAYA,-,SURABAYA,,9393503,Cargo,"2022-09-08 13:44:25",-1.605555,117.4297
Indonesia,"BULL KANGEAN",ROTTERDAM,"2022-09-08 03:00:00","NL RTM",,9267027,Tanker,"2022-09-08 13:53:37",51.38251,3.719617
Indonesia,BERG,MERAK,-,"ID TG GEREM",,9374325,Tanker,"2022-09-08 13:50:19",-0.8783333,105.66
Indonesia,"MERATUS SORONG",SHANGHAI,"2022-09-06 10:42:00",SHANGHAI/CNSHA,CJK,9186754,Cargo,"2022-09-08 13:38:16",31.23939,122.5975
Indonesia,"VICTORIA LYRA",KALBUT,-,"ID KALBUT",,9347516,Tanker,"2022-09-08 13:15:18",9.593753,72.06843
Indonesia,"DHARMA LAUTAN RUBY",CILEGON,"2022-06-02 12:30:00","BOJONEGARA SMI",CILEGON,9304095,Cargo,"2022-09-08 13:53:48",-5.976666,106.1117
Indonesia,"KIRANA IX",BAKAUHENI,"2022-09-08 13:45:00",BAKAUHENI,BAKAUHENI,8220060,Passenger,"2022-09-08 13:53:15",-5.87257,105.7529
Indonesia,"SINAR SRIKANDI",BALIKPAPAN,"2022-08-30 17:00:00",BALIKPAPAN,,9449429,Tanker,"2022-09-08 13:51:23",-1.304352,116.9767
Indonesia,"OLYMPUS I",DUMAI,"2022-09-06 13:00:00","ID DUMAI",DUMAI,9214757,Tanker,"2022-09-08 12:22:22",1.684257,101.4823
Indonesia,"PORT LINK",BAKAUHENI,"1900-01-01 00:00:00","MERAK / BAKAUHENI","MERAK ANCH",7910917,Passenger,"2022-09-08 13:53:15",-5.956398,105.9702
Indonesia,DECORA,"TANJUNG UBAN",-,"TG UBAN",,9586679,Tanker,"2022-09-08 13:47:59",2.765,101.025
Indonesia,"SAMUDRA SAKTI V",BONTANG,"1900-01-01 00:00:00",BONTANG,BONTANG,9167631,Cargo,"2022-09-08 13:54:19",0.1802483,117.499
Indonesia,"MERATUS PROJECT PRIMA",AMAMAPARE,"2022-09-08 14:40:00",AMAMAPARE,,9457115,Cargo,"2022-09-08 13:16:10",-4.84916,136.7978
Indonesia,"JABBAR ENERGY",CILACAP,"2022-09-07 13:36:00",CILACAP,CILACAP,9227118,Tanker,"2022-09-08 12:35:08",-7.701195,108.9922
Indonesia,"PRIMA LAUTAN I",SURABAYA,"2022-09-05 20:00:00",SURABAYA,SURABAYA,9262948,Tanker,"2022-09-08 13:41:00",-7.198317,112.7157
Indonesia,ARTEMIS,CILACAP,-,CILACAP,,9305532,Tanker,"2022-09-08 13:28:45",-8.775162,114.1739
Indonesia,"SC MAJESTIC LXII",FUJAIRAH,-,"AE FJR",,9308948,Tanker,"2022-09-08 13:52:49",-3.794,41.11666
Indonesia,"PANCARAN I 5505",SURALAYA,"2022-09-08 16:00:00","SURALAYA ID",SURALAYA,9317080,Cargo,"2022-09-08 13:42:15",-5.881812,106.0311
Indonesia,"MAHAKAMAH I",SURABAYA,"2022-09-03 23:00:00",SURABAYA,SURABAYA,9219264,Tanker,"2022-09-08 08:30:35",-7.19407,112.7437
Indonesia,"SHIP 115",JAMBI,-,JAMBI,"MUARA SABAK",9131876,Tanker,"2022-09-08 11:14:17",-0.9180366,104.0827
Indonesia,"DORO LONDA",SURABAYA,-,SURABAYA,JAKARTA,9226487,Passenger,"2022-09-08 13:51:21",-6.104993,106.8824
Indonesia,"ABDUL HAMID",SEMARANG,"2022-09-04 23:00:00",SERANG,"CILEGON ANCH",9329837,Cargo,"2022-09-08 13:51:03",-5.893333,106.1133
Indonesia,"TANTO BERSINAR",SURABAYA,"1900-01-01 00:00:00",,SURABAYA,9202900,Cargo,"2022-09-08 13:51:39",-7.188653,112.6889
Indonesia,"PANCARAN GLORY","RICHARDS BAY",-,ZARCB,,9382724,Cargo,"2022-09-08 13:52:20",-23.01862,51.82383
Indonesia,EMMANUEL,DUMAI,"2022-09-08 02:00:00",DUMAI,DUMAI,9240720,Tanker,"2022-09-08 13:34:26",1.6855,101.4777
Indonesia,"PANCARAN VICTORY",DOUALA,"2022-09-07 21:00:00",DOULA,"DOUALA ANCH",9335020,Cargo,"2022-09-08 13:49:51",3.874188,9.515905
Indonesia,"PANCARAN PROSPERITY",DUMAI,"2022-09-06 15:00:00","ID DUMAI",,9322073,Tanker,"2022-09-08 13:41:40",1.706217,101.4295
Indonesia,"PETER P",CHITTAGONG,"1900-01-01 00:00:00",,CHITTAGONG,9185279,Tanker,"2022-08-31 05:57:52",22.28206,91.79437
Indonesia,"MBS BRATAN",MUARA,-,"MUARA BERAU-ID",,9511820,Cargo,"2022-09-08 13:39:20",13.83167,117.5833
Indonesia,"HABCO PIONEER",,"2022-08-24 07:00:00","SMI,DOCK",CILEGON,9370329,Cargo,"2022-09-03 02:01:39",-5.98115,106.1122
Indonesia,"LNG AQUARIUS",JAKARTA,"2021-04-07 04:00:00","ID TPP","JAKARTA ANCH",7390181,Tanker,"2021-12-19 08:09:35",-5.952055,106.7731
Indonesia,"QUEEN PROTOCOL",PENGERANG,"2022-09-04 02:30:00",SBY.ID>>PENGERANG.MY,"PASIR GUDANG ANCH",9260031,Tanker,"2022-09-08 13:46:12",1.317167,104.1247
Indonesia,"UNION TRUST",BELAWAN,"2022-09-07 20:00:00","ID BLW","BELAWAN ANCH",9290490,Tanker,"2022-09-08 13:40:43",3.895903,98.77552
Indonesia,"KALIMANTAN LEADER",,"2022-09-04 11:00:00","ID PTB",,9078567,Cargo,"2022-09-08 04:45:22",-6.227988,107.9098
Indonesia,"IMMANUEL X","PANGKALAN SUSU","2022-09-06 21:00:00","PANGKALAN SUSU","PANGKALAN SUSU ANCH",9409314,Tanker,"2022-09-08 13:53:03",4.245,98.40334
Indonesia,"DUTA 1",HAKATA,-,"JP HAKATA",,9033751,Cargo,"2022-09-08 13:46:56",30.93167,126.9317
Indonesia,KUMALA,MERAK,"2022-09-08 15:12:00",MERAK,,7124116,Passenger,"2022-09-08 13:53:14",-5.90156,105.8698
Indonesia,"MERATUS JAYAKARTA",,"2022-09-08 02:00:00",REREUTM,REUNION,9305879,Cargo,"2022-09-08 13:51:44",-20.93173,55.31568
Indonesia,"ASEAN PROTECTOR",SEMBAWANG,"2022-06-27 12:20:00",S19>SEMBAWANG,SEMBAWANG,9248710,"Special Craft","2022-09-08 13:49:43",1.468283,103.8342
Indonesia,TIDAR,"FAK FAK","2022-09-07 19:00:00",FAK-FAK,SORONG,8700292,Passenger,"2022-09-08 13:46:24",-0.8783333,131.245
Indonesia,"MERATUS PEMATANGSIANTAR",,-,KR.JAMUANG,,9371892,Cargo,"2022-09-08 13:26:43",-7.97005,116.2046
Indonesia,AMBERMAR,CILACAP,"2022-09-02 22:12:00",CILACAP,CILACAP,9231626,Tanker,"2022-09-08 01:32:44",-7.749135,109.0088
Indonesia,"ERICA 10",LAMONGAN,"2022-04-10 14:00:00","ID LAMONGAN",LAMONGAN,9572862,Tanker,"2022-09-08 12:48:59",-6.865,112.425
Indonesia,"SALMON MUSTAFA",GRESIK,"2022-08-28 16:30:00","GRESIK ID",,9034717,Tanker,"2022-09-08 13:44:39",-7.085405,112.6654
Indonesia,"SAMUDRA SAKTI III","KUALA TANJUNG","2022-09-09 05:00:00","KUALA TANJUNG",,9320295,Cargo,"2022-09-08 13:51:23",2.713333,101.2167
Indonesia,"SINAR BANDA",,"2022-08-09 05:00:00",VN-QUYNHON,,9371098,Cargo,"2022-09-08 13:52:43",10.74667,109.36
Indonesia,PANTOKRATOR,"PARE PARE","2022-09-08 09:00:00","PARE PARE",,8611647,Passenger,"2022-09-08 00:24:05",-4.05179,119.5939
Indonesia,"AMANAH HALMAHERA AMC",MUARA,-,"ID MUARA PANTAI",,9277254,Cargo,"2022-09-08 13:43:15",-0.8732917,127.4183
Indonesia,TRIPUTRA,,"2022-09-04 01:00:00","ID PTB",,9187356,Tanker,"2022-09-08 11:33:04",-6.15674,107.9327
Indonesia,"NUR AWLIYA",MUARA,"2022-09-01 23:30:00","MUARA BERAU","MUARA BERAU ANCH",9300518,Cargo,"2022-09-08 13:51:44",-0.2553833,117.6084
Indonesia,"GOLDEN DESTINY","KARAN OILFIELD",-,"KARANG JAMUANG",,9252046,Cargo,"2022-09-08 13:31:15",-5.849398,109.5275
Indonesia,"MERATUS MEDAN 5",SINGAPORE,-,"SINGAPORE PWBG A",,9178393,Cargo,"2022-09-08 13:53:48",1.703457,102.5964
Indonesia,"SAAMIS ADVENTURER",MERAK,"2022-09-08 13:00:00",TG.GEREM,"MERAK ANCH",9126285,Tanker,"2022-09-08 13:52:10",-5.981333,105.9712
Indonesia,"SINAR MANDALIKA",MERAK,"2022-09-05 22:00:00","ID MERAK","CIWANDAN ANCH",9326213,Tanker,"2022-09-08 13:47:19",-6.007432,105.94
Indonesia,KAYSAN,BAHUDOPI,"2022-09-05 16:20:00",MOROWALI,,9274587,Cargo,"2022-09-08 10:55:05",-2.863082,122.1876
Indonesia,"MBS BUYAN",SAMARINDA,"2022-09-08 01:00:00",SAMARINDA,"MUARA BERAU ANCH",9387358,Cargo,"2022-09-08 13:51:30",-0.2633333,117.595
Indonesia,"ORIENT PLUTO",SURABAYA,"2022-01-10 20:00:00",SURABAYA,,9213947,Cargo,"2022-09-08 13:48:15",-7.115,112.6667
Indonesia,"NIKI SEJAHTERA",SURABAYA,"2022-07-09 23:00:00",SURABAYA,SURABAYA,8908789,Cargo,"2022-09-08 13:47:49",-7.196784,112.7301
Indonesia,RHONE,DUMAI,"2022-09-04 22:30:00",DUMAI,"DUMAI ANCH",9215086,Tanker,"2022-09-07 15:26:03",1.712567,101.4544
Indonesia,"MANALAGI TARA",KALIORANG,"2022-09-06 12:00:00",KALIORANG,KALIORANG,9330422,Cargo,"2022-09-08 13:53:10",0.790455,117.8846
Indonesia,"MERATUS TOMINI","CAGAYAN DE ORO",-,PHCGY,,9374583,Cargo,"2022-09-08 13:26:14",14.05371,119.3647
Indonesia,"DHARMA RUCITRA VII",,"2022-09-08 11:00:00","WAE KELAMBU",,9083627,Cargo,"2022-09-08 13:41:59",-8.324415,121.3488
Indonesia,"HARMONI MAS 8",PALEMBANG,"2022-09-06 14:30:00",PALEMBANG,,9100358,Cargo,"2022-09-08 13:52:53",-2.186667,104.9283
Indonesia,"QUANTUM HARMONY","TELUK SEMANGKA","2022-09-07 15:00:00","TLK SEMANGKA","TELUK SEMANGKA ANCH",9418054,Tanker,"2022-09-08 11:13:08",-5.5501,104.593
Indonesia,"PNS SERENA",CILACAP,-,"ID CXP",,9302968,Tanker,"2022-09-08 13:28:20",19.22301,64.27393
Indonesia,PETROGARUDA,CHITTAGONG,"2022-03-08 10:00:00","BD CGP","CHITTAGONG BREAKYARD",9248837,Tanker,"2022-03-20 09:19:10",22.45381,91.72213
Indonesia,"MARIA NASHWAH",MUARA,-,"MUARA BERAU",SURALAYA,9214123,Cargo,"2022-09-08 13:52:32",-5.883823,106.0292
Indonesia,"PELITA ENERGY",,"2022-09-02 03:00:00","ID PTB",,9161510,Tanker,"2022-09-08 13:51:49",-6.193333,107.9433
Indonesia,RASHAD,,"2022-09-06 04:00:00",M.BERAU,"MUARA BERAU ANCH",9220718,Cargo,"2022-09-08 13:51:42",-0.2665,117.5692
Indonesia,"GUNUNG DEMPO",NABIRE,"2022-09-08 11:00:00",NABIRE.ID,,9401324,Passenger,"2022-09-08 13:51:07",-1.465572,138.1305
Indonesia,"NORDIC BAHARI",SURABAYA,"2022-08-24 10:00:00",SURABAYA,SURABAYA,8203153,"Special Craft","2022-09-08 13:53:03",-7.201667,112.74
Indonesia,NARIVA,KOTABARU,-,"KOTA BARU",,9172715,Tanker,"2022-09-08 13:38:46",-5.024034,115.361
Indonesia,"JHONI XLIX",,"2022-09-04 14:00:00",MATARAPE,KENDARI,9590735,Cargo,"2022-09-08 13:48:37",-3.849527,122.5339
Indonesia,"COSMIC 20","SINGAPORE ANCH","2022-09-02 12:00:00",AWPA/SGP,"SINGAPORE ANCH",9128855,Tanker,"2022-09-08 13:52:50",1.244762,103.7965
Indonesia,"MERATUS PARIAMAN","PORT KLANG",-,MYPKG,,9371957,Cargo,"2022-09-08 13:53:17",3.905,98.87833
Indonesia,"MANALAGI ASTA",CILACAP,"2022-09-04 18:00:00","ID CILACAP","CILACAP ANCH",9200653,Cargo,"2022-09-08 12:09:30",-7.742355,109.1112
Indonesia,"SC EXPRESS LV",SURABAYA,-,SURABAYA,,9228849,Tanker,"2022-09-08 13:30:54",3.747902,99.27129
Indonesia,"FAJAR BAHARI III",JAKARTA,-,"ID MARUNDA",,9730282,Cargo,"2022-09-08 13:50:37",-0.148865,108.9319
Indonesia,"SHIP TRINITY",,-,"IBT PULAU LAUT",,9212395,Tanker,"2022-09-08 13:43:23",-6.95095,116.3369
Indonesia,"SUPREME STAR","TANJUNG PELEPAS","2022-08-31 03:00:00","MY TPP","TANJUNG PELEPAS ANCH",9265407,Tanker,"2022-09-08 13:53:09",1.271517,103.597
Indonesia,"FAJAR BAHARI II",JAKARTA,"2022-03-07 19:00:00",MARUNDA,JAKARTA,9647722,Cargo,"2022-09-08 13:52:11",-6.077265,106.9716
Indonesia,"SULAWESI LEADER",BALIKPAPAN,"2022-09-08 13:00:00",BALIKPAPAN,"BALIKPAPAN BAY ANCH",9087764,Cargo,"2022-09-08 13:52:17",-1.306782,116.8208
Indonesia,"NIKI SAE",,"2022-07-26 00:00:00","S U R A B A Y A",,9115066,Passenger,"2022-09-08 13:27:05",-8.450838,119.9145
Indonesia,"KRI DEWARUCI",PALEMBANG,,"No data (CLASS B transponder)",JAKARTA,0,"Sailing Vessel","2022-09-08 03:20:25",-6.104823,106.8925
Indonesia,LABOBAR,,"2022-08-10 15:30:00",JAMUANG,,9281542,Passenger,"2022-09-08 13:26:49",-7.106228,112.6618
Indonesia,"COSMIC 10","BATU AMPAR","2022-08-02 11:30:00",BATAM,"BATU AMPAR",9460344,Tanker,"2022-08-06 06:15:37",1.068008,103.9044
Indonesia,EMERYN,"PORT KLANG","2022-09-08 20:00:00","MY PKG",,9291315,Tanker,"2022-09-08 13:54:03",2.366883,101.766
Indonesia,URMILA,"ADANG BAY","2022-09-07 14:00:00","ADANG BAY",,9285160,Cargo,"2022-09-08 13:44:57",-1.689455,116.6878
Indonesia,"DHARMA LAUTAN INTAN",NAGA,"2022-08-18 09:00:00","NAGAN RAYA0-ACEH","MEULABOH ANCH",9284491,Cargo,"2022-09-06 20:02:49",4.069344,96.13725
Indonesia,"NIKI BAROKAH",BANJARMASIN,"2022-09-08 20:38:00",SURABAYA,,8210015,Passenger,"2022-09-08 12:40:31",-4.985448,113.7907
Indonesia,"PRIMA TANGGUH LVI","BATU AMPAR","2022-08-08 12:00:00",BATAM,"BATU AMPAR",9223253,Tanker,"2022-09-08 13:41:08",1.096353,103.9087
Indonesia,"MM SEJATI",MAKASSAR,-,MAKASSAR,,8822117,Cargo,"2022-09-08 13:31:03",-5.680905,109.5336
Indonesia,"MDM BATUR","RAS LAFFAN","2022-09-01 23:50:00","QA RLF","RAS LAFFAN",9347944,Cargo,"2022-09-08 13:50:26",25.92563,51.6057
Indonesia,KAMADIYA,BAHUDOPI,"2022-09-08 16:00:00",MOROWALI,,9360013,Cargo,"2022-09-08 10:43:41",-2.7757,122.1143
Indonesia,"MILA UTAMA",SURABAYA,"2022-09-03 23:00:00",SURABAYA,,8808082,Cargo,"2022-09-08 13:50:55",-3.500402,114.5004
Indonesia,"GREEN STARS",TELUKBAYUR,-,TELUK-KABUNG,,9217448,Tanker,"2022-09-08 13:08:58",-1.217333,106.2583
Indonesia,PETROMAX,MUNTOK,"2022-09-04 15:00:00",MUNTOK,"MUNTOK ANCH",9295050,Tanker,"2022-09-08 13:53:43",-2.063333,105.0683
Indonesia,"PRIMA LAUTAN 2",,"2022-09-02 12:30:00","ID P.SUSU","PANGKALAN SUSU ANCH",9284831,Tanker,"2022-09-08 13:35:49",4.249933,98.38955
Indonesia,DEFIANCE,BELAWAN,"2021-10-13 19:18:00","ID BELAWAN","BELAWAN ANCH",9247974,Tanker,"2022-02-18 05:23:39",3.8858,98.80106
